Category,State,Year,Value
Revenue_Expenditure,Chhattisgarh,1981-82,0
Revenue_Expenditure,Chhattisgarh,1982-83,0
Revenue_Expenditure,Chhattisgarh,1983-84,0
Revenue_Expenditure,Chhattisgarh,1984-85,0
Revenue_Expenditure,Chhattisgarh,1985-86,0
Revenue_Expenditure,Chhattisgarh,1986-87,0
Revenue_Expenditure,Chhattisgarh,1987-88,0
Revenue_Expenditure,Chhattisgarh,1988-89,0
Revenue_Expenditure,Chhattisgarh,1989-90,0
Revenue_Expenditure,Chhattisgarh,1990-91,0
Revenue_Expenditure,Chhattisgarh,1991-92,0
Revenue_Expenditure,Chhattisgarh,1992-93,0
Revenue_Expenditure,Chhattisgarh,1993-94,0
Revenue_Expenditure,Chhattisgarh,1994-95,0
Revenue_Expenditure,Chhattisgarh,1995-96,0
Revenue_Expenditure,Chhattisgarh,1996-97,0
Revenue_Expenditure,Chhattisgarh,1997-98,0
Revenue_Expenditure,Chhattisgarh,1998-99,0
Revenue_Expenditure,Chhattisgarh,1999-00,0
Revenue_Expenditure,Chhattisgarh,2000-01,1612
Revenue_Expenditure,Chhattisgarh,2001-02,4914
Revenue_Expenditure,Chhattisgarh,2002-03,5530
Revenue_Expenditure,Chhattisgarh,2003-04,6600
Revenue_Expenditure,Chhattisgarh,2004-05,7103
Revenue_Expenditure,Chhattisgarh,2005-06,7457
Revenue_Expenditure,Chhattisgarh,2006-07,8802
Revenue_Expenditure,Chhattisgarh,2007-08,10840
Revenue_Expenditure,Chhattisgarh,2008-09,13794
Revenue_Expenditure,Chhattisgarh,2009-10,17265
Revenue_Expenditure,Chhattisgarh,2010-11,19356
Revenue_Expenditure,Chhattisgarh,2011-12,22628
Revenue_Expenditure,Chhattisgarh,2012-13,26972
Revenue_Expenditure,Chhattisgarh,2013-14,32860
Revenue_Expenditure,Chhattisgarh,2014-15,46665
Revenue_Expenditure,Chhattisgarh,2015-16,53730
Revenue_Expenditure,Goa,1980-81,0
Revenue_Expenditure,Goa,1981-82,0
Revenue_Expenditure,Goa,1982-83,0
Revenue_Expenditure,Goa,1983-84,0
Revenue_Expenditure,Goa,1984-85,0
Revenue_Expenditure,Goa,1985-86,0
Revenue_Expenditure,Goa,1986-87,172
Revenue_Expenditure,Goa,1987-88,169
Revenue_Expenditure,Goa,1988-89,199
Revenue_Expenditure,Goa,1989-90,228
Revenue_Expenditure,Goa,1990-91,275
Revenue_Expenditure,Goa,1991-92,332
Revenue_Expenditure,Goa,1992-93,380
Revenue_Expenditure,Goa,1993-94,431
Revenue_Expenditure,Goa,1994-95,477
Revenue_Expenditure,Goa,1995-96,785
Revenue_Expenditure,Goa,1996-97,789
Revenue_Expenditure,Goa,1997-98,1122
Revenue_Expenditure,Goa,1998-99,1288
Revenue_Expenditure,Goa,1999-00,1437
Revenue_Expenditure,Goa,2000-01,1709
Revenue_Expenditure,Goa,2001-02,2101
Revenue_Expenditure,Goa,2002-03,2000
Revenue_Expenditure,Goa,2003-04,1764
Revenue_Expenditure,Goa,2004-05,1943
Revenue_Expenditure,Goa,2005-06,2191
Revenue_Expenditure,Goa,2006-07,2468
Revenue_Expenditure,Goa,2007-08,2778
Revenue_Expenditure,Goa,2008-09,3425
Revenue_Expenditure,Goa,2009-10,4227
Revenue_Expenditure,Goa,2010-11,4784
Revenue_Expenditure,Goa,2011-12,5482
Revenue_Expenditure,Goa,2012-13,6061
Revenue_Expenditure,Goa,2013-14,6803
Revenue_Expenditure,Goa,2014-15,7954
Revenue_Expenditure,Goa,2015-16,9529
Revenue_Expenditure,Gujarat,1980-81,903
Revenue_Expenditure,Gujarat,1981-82,1039
Revenue_Expenditure,Gujarat,1982-83,1283
Revenue_Expenditure,Gujarat,1983-84,1426
Revenue_Expenditure,Gujarat,1984-85,1701
Revenue_Expenditure,Gujarat,1985-86,1972
Revenue_Expenditure,Gujarat,1986-87,2469
Revenue_Expenditure,Gujarat,1987-88,3093
Revenue_Expenditure,Gujarat,1988-89,3362
Revenue_Expenditure,Gujarat,1989-90,3727
Revenue_Expenditure,Gujarat,1990-91,4082
Revenue_Expenditure,Gujarat,1991-92,5238
Revenue_Expenditure,Gujarat,1992-93,6211
Revenue_Expenditure,Gujarat,1993-94,6934
Revenue_Expenditure,Gujarat,1994-95,7544
Revenue_Expenditure,Gujarat,1995-96,8766
Revenue_Expenditure,Gujarat,1996-97,10259
Revenue_Expenditure,Gujarat,1997-98,12143
Revenue_Expenditure,Gujarat,1998-99,15606
Revenue_Expenditure,Gujarat,1999-00,17517
Revenue_Expenditure,Gujarat,2000-01,22041
Revenue_Expenditure,Gujarat,2001-02,22718
Revenue_Expenditure,Gujarat,2002-03,21440
Revenue_Expenditure,Gujarat,2003-04,21954
Revenue_Expenditure,Gujarat,2004-05,24302
Revenue_Expenditure,Gujarat,2005-06,25465
Revenue_Expenditure,Gujarat,2006-07,29232
Revenue_Expenditure,Gujarat,2007-08,33540
Revenue_Expenditure,Gujarat,2008-09,38741
Revenue_Expenditure,Gujarat,2009-10,48638
Revenue_Expenditure,Gujarat,2010-11,57440
Revenue_Expenditure,Gujarat,2011-12,59744
Revenue_Expenditure,Gujarat,2012-13,69658
Revenue_Expenditure,Gujarat,2013-14,75259
Revenue_Expenditure,Gujarat,2014-15,92598
Revenue_Expenditure,Gujarat,2015-16,101987
Revenue_Expenditure,Haryana,1980-81,401
Revenue_Expenditure,Haryana,1981-82,486
Revenue_Expenditure,Haryana,1982-83,567
Revenue_Expenditure,Haryana,1983-84,623
Revenue_Expenditure,Haryana,1984-85,761
Revenue_Expenditure,Haryana,1985-86,854
Revenue_Expenditure,Haryana,1986-87,967
Revenue_Expenditure,Haryana,1987-88,1288
Revenue_Expenditure,Haryana,1988-89,1443
Revenue_Expenditure,Haryana,1989-90,1702
Revenue_Expenditure,Haryana,1990-91,1933
Revenue_Expenditure,Haryana,1991-92,2274
Revenue_Expenditure,Haryana,1992-93,2379
Revenue_Expenditure,Haryana,1993-94,3401
Revenue_Expenditure,Haryana,1994-95,6273
Revenue_Expenditure,Haryana,1995-96,5362
Revenue_Expenditure,Haryana,1996-97,6767
Revenue_Expenditure,Haryana,1997-98,6617
Revenue_Expenditure,Haryana,1998-99,7019
Revenue_Expenditure,Haryana,1999-00,6952
Revenue_Expenditure,Haryana,2000-01,7181
Revenue_Expenditure,Haryana,2001-02,8657
Revenue_Expenditure,Haryana,2002-03,9342
Revenue_Expenditure,Haryana,2003-04,10117
Revenue_Expenditure,Haryana,2004-05,11407
Revenue_Expenditure,Haryana,2005-06,12640
Revenue_Expenditure,Haryana,2006-07,16362
Revenue_Expenditure,Haryana,2007-08,17527
Revenue_Expenditure,Haryana,2008-09,20535
Revenue_Expenditure,Haryana,2009-10,25257
