Category,State,Year,Value
Gross_Fiscal_Deficits,Assam,1994-95,711
Gross_Fiscal_Deficits,Assam,1995-96,652
Gross_Fiscal_Deficits,Assam,1996-97,74
Gross_Fiscal_Deficits,Assam,1997-98,142
Gross_Fiscal_Deficits,Assam,1998-99,338
Gross_Fiscal_Deficits,Assam,1999-00,1606
Gross_Fiscal_Deficits,Assam,2000-01,1540
Gross_Fiscal_Deficits,Assam,2001-02,1448
Gross_Fiscal_Deficits,Assam,2002-03,930
Gross_Fiscal_Deficits,Assam,2003-04,1390
Gross_Fiscal_Deficits,Assam,2004-05,2060
Gross_Fiscal_Deficits,Assam,2005-06,-360
Gross_Fiscal_Deficits,Assam,2006-07,-710
Gross_Fiscal_Deficits,Assam,2007-08,-790
Gross_Fiscal_Deficits,Assam,2008-09,-1410
Gross_Fiscal_Deficits,Assam,2009-10,4040
Gross_Fiscal_Deficits,Assam,2010-11,1990
Gross_Fiscal_Deficits,Assam,2011-12,1650
Gross_Fiscal_Deficits,Assam,2012-13,1520
Gross_Fiscal_Deficits,Assam,2013-14,3780
Gross_Fiscal_Deficits,Assam,2014-15,16260
Gross_Fiscal_Deficits,Assam,2015-16,4680
Gross_Fiscal_Deficits,Bihar,1980-81,336
Gross_Fiscal_Deficits,Bihar,1981-82,409
Gross_Fiscal_Deficits,Bihar,1982-83,435
Gross_Fiscal_Deficits,Bihar,1983-84,328
Gross_Fiscal_Deficits,Bihar,1984-85,396
Gross_Fiscal_Deficits,Bihar,1985-86,326
Gross_Fiscal_Deficits,Bihar,1986-87,461
Gross_Fiscal_Deficits,Bihar,1987-88,825
Gross_Fiscal_Deficits,Bihar,1988-89,535
Gross_Fiscal_Deficits,Bihar,1989-90,994
Gross_Fiscal_Deficits,Bihar,1990-91,1595
Gross_Fiscal_Deficits,Bihar,1991-92,1617
Gross_Fiscal_Deficits,Bihar,1992-93,1331
Gross_Fiscal_Deficits,Bihar,1993-94,1339
Gross_Fiscal_Deficits,Bihar,1994-95,1342
Gross_Fiscal_Deficits,Bihar,1995-96,1571
Gross_Fiscal_Deficits,Bihar,1996-97,891
Gross_Fiscal_Deficits,Bihar,1997-98,981
Gross_Fiscal_Deficits,Bihar,1998-99,2379
Gross_Fiscal_Deficits,Bihar,1999-00,6108
Gross_Fiscal_Deficits,Bihar,2000-01,4884
Gross_Fiscal_Deficits,Bihar,2001-02,4010
Gross_Fiscal_Deficits,Bihar,2002-03,4910
Gross_Fiscal_Deficits,Bihar,2003-04,4110
Gross_Fiscal_Deficits,Bihar,2004-05,1240
Gross_Fiscal_Deficits,Bihar,2005-06,3700
Gross_Fiscal_Deficits,Bihar,2006-07,3020
Gross_Fiscal_Deficits,Bihar,2007-08,1710
